순서,전력,일시,습도(%),중하층운량(10분위),운형(운형약어)
6933,124.18,2020-11-20 21:00,69,0,St
6933,125.28,2020-11-20 22:00,71,0,St
6933,124.3,2020-11-20 23:00,71,0,Sc
6933,117.3,2020-11-21 0:00,69,0,St
6933,94.89,2020-11-21 1:00,71,0,St
6933,112.65,2020-11-21 2:00,73,0,St
6933,112.65,2020-11-21 3:00,77,0,Sc
6933,112.65,2020-11-21 4:00,70,0,Sc
6933,112.65,2020-11-21 5:00,72,0,Sc
6933,112.65,2020-11-21 6:00,77,0,Sc
6933,112.65,2020-11-21 7:00,79,0,Sc
6933,112.65,2020-11-21 8:00,79,0,St
6933,102,2020-11-21 9:00,71,0,St
6933,91.33,2020-11-21 10:00,62,0,Sc
6933,39,2020-11-21 11:00,54,0,St
6933,35.67,2020-11-21 12:00,48,0,Sc
6933,45.67,2020-11-21 13:00,45,0,St
6933,41.71,2020-11-21 14:00,41,0,Sc
6933,116.5,2020-11-21 16:00,56,6,Sc
6933,107.5,2020-11-21 17:00,58,7,Sc
6933,82.5,2020-11-21 18:00,63,3,St
6933,123.5,2020-11-21 19:00,66,9,St
6933,201.13,2020-11-21 20:00,67,9,St
6933,126,2020-11-21 21:00,69,8,St
6933,131,2020-11-21 22:00,71,8,Sc
6933,129.5,2020-11-21 23:00,77,7,Sc
6933,115,2020-11-22 0:00,92,8,Sc
6933,107.95,2020-11-22 1:00,79,7,Sc
6933,106.75,2020-11-22 2:00,75,7,Sc
6933,106.75,2020-11-22 3:00,84,7,Sc
6933,106.75,2020-11-22 4:00,84,8,Sc
6933,106.75,2020-11-22 5:00,85,8,Sc
6933,106.75,2020-11-22 6:00,83,8,Sc
6933,106.75,2020-11-22 7:00,85,7,Sc
6933,106.75,2020-11-22 8:00,85,6,Sc
6933,106.75,2020-11-22 9:00,82,6,St
6933,106.75,2020-11-22 10:00,74,10,St
6933,106.75,2020-11-22 11:00,69,10,St
6933,106.75,2020-11-22 12:00,71,4,St
6933,106.75,2020-11-22 13:00,69,4,St
6933,106.75,2020-11-22 14:00,70,1,St
6933,109.43,2020-11-22 15:00,63,9,St
6933,112.11,2020-11-22 16:00,67,9,St
6933,126.31,2020-11-22 17:00,72,9,St
6933,124.11,2020-11-22 18:00,72,8,St
6933,116.11,2020-11-22 19:00,72,4,St
6933,110.11,2020-11-22 20:00,68,0,St
6933,110.17,2020-11-22 21:00,65,0,St
6933,109.53,2020-11-22 22:00,66,0,Ci
6933,107.53,2020-11-22 23:00,66,0,Ci
6933,107.03,2020-11-23 0:00,64,1,Ci
6933,106.92,2020-11-23 1:00,71,0,Ci
6933,123.57,2020-11-23 2:00,70,0,Ci
6933,123.57,2020-11-23 3:00,65,0,Ci
6933,123.57,2020-11-23 4:00,70,0,Ci
6933,123.57,2020-11-23 5:00,74,0,Ci
6933,123.57,2020-11-23 6:00,73,0,Ac
6933,123.57,2020-11-23 7:00,76,0,Ac
6933,123.57,2020-11-23 8:00,69,,Ac
6933,123.57,2020-11-23 9:00,65,0,St
6933,124.12,2020-11-23 10:00,51,0,St
6933,125.7,2020-11-23 11:00,55,0,Sc
6933,127.7,2020-11-23 12:00,48,0,Sc
6933,102.89,2020-11-23 13:00,42,0,St
6933,76.08,2020-11-23 14:00,40,0,St
6933,75.08,2020-11-23 15:00,43,0,Sc
6933,76.08,2020-11-23 16:00,44,0,St
6933,75.08,2020-11-23 17:00,46,0,Sc
6933,75.08,2020-11-23 18:00,50,0,St
6933,75.08,2020-11-23 19:00,48,0,St
6933,75.08,2020-11-23 20:00,45,0,St
6933,125.7,2020-11-23 22:00,48,0,St
6933,125.3,2020-11-23 23:00,50,1,St
6933,126.7,2020-11-24 0:00,48,0,Sc
6933,127.94,2020-11-24 1:00,53,2,As
6933,120.33,2020-11-24 2:00,52,9,As
6933,120.33,2020-11-24 3:00,57,8,Sc
6933,120.33,2020-11-24 4:00,54,5,Sc
6933,120.33,2020-11-24 5:00,55,4,Sc
6933,120.33,2020-11-24 6:00,55,9,Sc
6933,120.33,2020-11-24 7:00,55,10,Sc
6933,120.33,2020-11-24 8:00,50,8,Sc
6933,120.33,2020-11-24 9:00,49,6,Sc
6933,120.33,2020-11-24 10:00,50,7,St
6933,120.33,2020-11-24 11:00,45,8,St
6933,125.98,2020-11-24 12:00,40,8,St
6933,125.53,2020-11-24 13:00,44,9,St
6933,123.53,2020-11-24 14:00,37,9,St
6933,117.04,2020-11-24 15:00,33,9,Sc
6933,110.94,2020-11-24 16:00,33,7,St
6933,110.94,2020-11-24 17:00,41,0,St
6933,110.94,2020-11-24 18:00,46,0,St
6933,110.94,2020-11-24 19:00,47,0,St
6933,110.94,2020-11-24 20:00,49,0,St
6933,110.94,2020-11-24 21:00,48,0,St
6933,111.74,2020-11-24 22:00,50,0,St
6933,110.53,2020-11-24 23:00,50,0,St
6933,110.53,2020-11-25 0:00,52,7,St
6933,116.87,2020-11-25 1:00,56,6,St
6933,131.9,2020-11-25 2:00,54,3,St
6933,131.9,2020-11-25 3:00,63,0,St
6933,131.9,2020-11-25 4:00,61,0,St
6933,131.9,2020-11-25 5:00,58,0,St
6933,131.9,2020-11-25 6:00,54,0,St
6933,131.9,2020-11-25 7:00,67,2,St
6933,131.9,2020-11-25 8:00,62,0,St
6933,131.9,2020-11-25 9:00,48,0,St
6933,131.9,2020-11-25 10:00,47,0,St
6933,110.61,2020-11-25 11:00,45,0,St
6933,124.84,2020-11-25 12:00,41,0,Ci
6933,140.84,2020-11-25 13:00,44,0,St
6933,127.84,2020-11-25 14:00,45,1,St
6933,134.54,2020-11-25 15:00,50,1,Ci
6933,135.11,2020-11-25 16:00,55,2,St
6933,136.11,2020-11-25 17:00,62,0,St
6933,135.11,2020-11-25 18:00,66,0,Ac
6933,134.97,2020-11-25 19:00,67,2,Ac
6933,133.97,2020-11-25 20:00,67,0,Ac
6933,133.97,2020-11-25 21:00,65,1,Ac
6933,129.94,2020-11-25 22:00,66,0,As
6933,119.84,2020-11-25 23:00,64,0,Ac
6933,116.84,2020-11-26 0:00,66,0,Ac
6933,106.09,2020-11-26 1:00,69,1,Ac
6933,119.47,2020-11-26 2:00,70,0,Ac
6933,119.47,2020-11-26 3:00,74,0,Ac
6933,119.47,2020-11-26 4:00,72,0,Ac
6933,119.47,2020-11-26 5:00,71,0,Ac
6933,119.47,2020-11-26 6:00,72,0,Ac
6933,119.47,2020-11-26 7:00,74,0,Ac
6933,119.47,2020-11-26 8:00,74,0,St
6933,119.47,2020-11-26 9:00,69,5,St
6933,119.47,2020-11-26 10:00,77,4,St
6933,119.47,2020-11-26 11:00,54,0,St
6933,119.47,2020-11-26 12:00,48,0,St
6933,119.47,2020-11-26 13:00,39,0,St
6933,119.47,2020-11-26 14:00,37,0,St
6933,119.47,2020-11-26 15:00,46,0,Sc
6933,119.47,2020-11-26 16:00,48,0,St
6933,119.94,2020-11-26 17:00,57,0,St
6933,133.5,2020-11-26 18:00,57,0,Ci
6933,134.21,2020-11-26 19:00,68,0,Ci
6933,131.88,2020-11-26 20:00,70,0,Ci
6933,128.55,2020-11-26 21:00,69,9,Ci
6933,109.21,2020-11-26 22:00,66,9,Sc
6933,117.81,2020-11-26 23:00,67,9,Ci
6933,117.81,2020-11-27 0:00,69,9,St
6933,117.98,2020-11-27 1:00,70,8,St
6933,118.5,2020-11-27 2:00,69,6,St
6933,118.5,2020-11-27 3:00,68,9,St
6933,118.5,2020-11-27 4:00,68,3,St
6933,118.5,2020-11-27 5:00,65,10,Sc
6933,118.5,2020-11-27 6:00,61,10,Sc
6933,118.5,2020-11-27 7:00,68,8,Sc
6933,118.5,2020-11-27 8:00,66,8,St
6933,118.5,2020-11-27 9:00,66,4,St
6933,118.5,2020-11-27 10:00,56,9,St
6933,118.5,2020-11-27 11:00,51,1,St
6933,118.5,2020-11-27 12:00,50,2,Sc
6933,118.5,2020-11-27 13:00,57,7,St
6933,118.5,2020-11-27 14:00,48,2,St
6933,118.5,2020-11-27 15:00,50,1,St
6933,118.5,2020-11-27 16:00,51,1,St
6933,120.24,2020-11-27 17:00,49,1,St
6933,116.98,2020-11-27 18:00,52,0,Ci
6933,81.55,2020-11-27 19:00,57,0,Ci
6933,155.55,2020-11-27 20:00,61,0,Ci
6933,117.55,2020-11-27 21:00,63,0,Ci
6933,119.26,2020-11-27 22:00,62,0,Ci
6933,112.98,2020-11-27 23:00,58,0,Ci
6933,104.48,2020-11-28 0:00,59,0,Ac
6933,118.22,2020-11-28 1:00,56,0,Ac
6933,109.49,2020-11-28 2:00,58,0,Ci
6933,109.49,2020-11-28 3:00,58,0,Ci
6933,109.49,2020-11-28 4:00,58,0,Ci
6933,112.77,2020-11-28 5:00,59,0,Ci
6933,103.98,2020-11-28 6:00,55,0,Ci
6933,99.98,2020-11-28 7:00,53,0,Ci
6933,101.98,2020-11-28 8:00,50,0,Ci
6933,99.98,2020-11-28 9:00,48,0,Ci
6933,92.98,2020-11-28 10:00,45,0,St
6933,113.97,2020-11-28 11:00,36,0,St
6933,102.96,2020-11-28 12:00,35,0,Ac
6933,100.96,2020-11-28 13:00,35,0,St
6933,100.96,2020-11-28 14:00,36,2,St
6933,98.96,2020-11-28 15:00,51,4,St
6933,100.2,2020-11-28 16:00,51,3,St
6933,120.44,2020-11-28 17:00,51,4,St
6933,111.44,2020-11-28 18:00,52,6,Sc
6933,119.44,2020-11-28 19:00,56,8,Sc
6933,116.49,2020-11-28 20:00,52,4,As
6933,55.98,2020-11-28 21:00,51,0,As
6933,58.98,2020-11-28 22:00,53,9,Ac
6933,56.98,2020-11-28 23:00,52,10,Ac
6933,55.98,2020-11-29 0:00,53,9,Ac
6933,84.72,2020-11-29 1:00,56,9,Ac
6933,163.19,2020-11-29 2:00,58,5,Sc
6933,163.19,2020-11-29 3:00,59,4,Sc
6933,163.19,2020-11-29 4:00,59,0,Sc
6933,163.19,2020-11-29 5:00,59,3,Sc
6933,144.82,2020-11-29 6:00,53,8,Sc
6933,103.23,2020-11-29 7:00,48,8,Sc
6933,112.23,2020-11-29 8:00,50,9,Sc
6933,93.73,2020-11-29 9:00,50,5,St
6933,77.73,2020-11-29 10:00,46,9,St
6933,121.09,2020-11-29 11:00,51,8,St
6933,99.55,2020-11-29 12:00,60,8,St
6933,94.55,2020-11-29 13:00,70,9,St
6933,122.05,2020-11-29 14:00,62,5,St
6933,96.05,2020-11-29 15:00,62,8,St
6933,119.09,2020-11-29 16:00,60,8,St
6933,118.23,2020-11-29 17:00,63,5,St
6933,111.73,2020-11-29 18:00,61,6,St
6933,118.23,2020-11-29 19:00,63,3,St
6933,104.73,2020-11-29 20:00,57,0,St
6933,121.23,2020-11-29 21:00,55,0,St
6933,87.23,2020-11-29 22:00,59,0,St
6933,139.23,2020-11-29 23:00,62,0,St
6933,103.23,2020-11-30 0:00,57,0,Ci
6933,98.95,2020-11-30 1:00,58,0,Ci
6933,118.1,2020-11-30 2:00,59,0,Ci
6933,118.1,2020-11-30 3:00,60,0,Ci
6933,118.1,2020-11-30 4:00,59,0,Ci
6933,118.1,2020-11-30 5:00,56,0,Sc
6933,118.1,2020-11-30 6:00,56,0,Sc
6933,118.1,2020-11-30 7:00,59,0,Sc
6933,118.1,2020-11-30 8:00,54,0,Sc
6933,118.1,2020-11-30 9:00,52,0,Sc
6933,118.1,2020-11-30 10:00,44,0,St
6933,118.1,2020-11-30 11:00,47,0,St
6933,118.1,2020-11-30 12:00,49,0,Ci
6933,118.1,2020-11-30 13:00,51,0,St
6933,118.1,2020-11-30 14:00,46,0,St
6933,118.1,2020-11-30 15:00,45,0,St
6933,117.99,2020-11-30 16:00,47,0,St
6933,161.29,2020-11-30 17:00,49,0,St
6933,145.29,2020-11-30 18:00,37,0,Ac
6933,152.29,2020-11-30 19:00,44,0,St
6933,153.29,2020-11-30 20:00,49,0,Sc
6933,93.29,2020-11-30 21:00,51,0,Sc
6933,62.29,2020-11-30 22:00,57,0,Sc
6933,62.29,2020-11-30 23:00,60,0,Sc
6933,121.77,2020-12-01 1:00,62,0,Sc
6933,120.19,2020-12-01 2:00,60,0,Sc
6933,120.19,2020-12-01 3:00,60,0,Sc
6933,120.19,2020-12-01 4:00,60,0,Sc
6933,120.19,2020-12-01 5:00,59,0,Sc
6933,120.19,2020-12-01 6:00,61,0,Sc
6933,120.19,2020-12-01 7:00,62,0,Sc
6933,120.19,2020-12-01 8:00,59,0,Sc
6933,120.19,2020-12-01 9:00,52,0,Sc
6933,120.19,2020-12-01 10:00,44,0,Sc
6933,120.19,2020-12-01 11:00,35,0,St
6933,120.19,2020-12-01 12:00,39,0,St
6933,118.47,2020-12-01 13:00,38,0,St
6933,149.47,2020-12-01 14:00,20,0,St
6933,150.47,2020-12-01 15:00,31,0,St
6933,142.89,2020-12-01 16:00,25,0,St
6933,100.51,2020-12-01 17:00,28,0,St
6933,96.51,2020-12-01 18:00,30,0,St
6933,91.51,2020-12-01 19:00,34,9,St
6933,84.51,2020-12-01 20:00,31,9,St
6933,93.51,2020-12-01 21:00,38,0,St
6933,66.01,2020-12-01 22:00,38,9,St
6933,13.01,2020-12-01 23:00,39,9,St
6933,10.51,2020-12-02 0:00,44,0,St
6933,43.96,2020-12-02 1:00,43,10,St
6933,144.45,2020-12-02 2:00,42,10,St
6933,144.45,2020-12-02 3:00,42,10,St
6933,144.45,2020-12-02 4:00,43,10,St
6933,144.45,2020-12-02 5:00,40,10,St
6933,144.45,2020-12-02 6:00,42,10,St
6933,144.45,2020-12-02 7:00,41,10,St
6933,144.45,2020-12-02 8:00,39,4,St
6933,144.45,2020-12-02 9:00,39,1,St
6933,144.45,2020-12-02 10:00,36,10,St
6933,144.45,2020-12-02 11:00,33,9,St
6933,144.45,2020-12-02 12:00,28,1,St
6933,144.45,2020-12-02 13:00,34,8,St
6933,144.45,2020-12-02 14:00,34,8,St
6933,144.45,2020-12-02 15:00,27,0,St
7645,144.45,2020-12-02 16:00,33,0,St
7646,154.61,2020-12-02 17:00,35,0,St
7647,155.61,2020-12-02 18:00,33,0,St
7648,83.61,2020-12-02 19:00,36,0,St
7649,70.61,2020-12-02 20:00,37,0,St
7650,70.61,2020-12-02 21:00,41,0,St
7651,70.61,2020-12-02 22:00,47,0,St
7652,70.61,2020-12-02 23:00,37,1,St
7653,70.61,2020-12-03 0:00,37,0,St
7654,70.61,2020-12-03 1:00,42,3,St
7655,167.71,2020-12-03 2:00,41,9,St
7656,167.71,2020-12-03 3:00,46,0,Ci
7657,167.71,2020-12-03 4:00,46,0,St
7658,167.71,2020-12-03 5:00,47,5,Ci
7659,167.71,2020-12-03 6:00,49,0,Ci
7660,167.71,2020-12-03 7:00,49,0,Ci
7661,167.71,2020-12-03 8:00,0,0,Ci
7662,167.71,2020-12-03 9:00,49,0,Ci
7663,167.71,2020-12-03 10:00,51,0,Ci
7664,167.71,2020-12-03 11:00,53,0,St
7665,167.71,2020-12-03 12:00,41,0,St
7666,161.44,2020-12-03 13:00,37,0,Ci
7667,138.61,2020-12-03 14:00,34,0,St
7668,142.61,2020-12-03 15:00,34,0,St
7669,105.76,2020-12-03 16:00,37,0,St
7670,70.76,2020-12-03 17:00,45,0,St
7671,70.76,2020-12-03 18:00,42,0,St
7672,70.76,2020-12-03 19:00,43,0,As
7673,70.76,2020-12-03 20:00,42,0,As
7674,70.76,2020-12-03 21:00,48,0,As
7675,70.68,2020-12-03 22:00,48,0,As
7676,70.61,2020-12-03 23:00,52,0,As
7677,70.61,2020-12-04 0:00,62,0,Sc
7678,89.99,2020-12-04 1:00,59,0,Sc
7679,148.13,2020-12-04 2:00,58,0,As
7680,148.13,2020-12-04 3:00,59,0,As
7681,148.13,2020-12-04 4:00,61,0,Sc
7682,148.13,2020-12-04 5:00,59,0,As
7683,148.13,2020-12-04 6:00,61,0,As
7684,148.13,2020-12-04 7:00,0,0,Ci
7685,148.13,2020-12-04 8:00,60,0,Ci
7686,148.13,2020-12-04 9:00,51,0,Ci
7687,148.13,2020-12-04 10:00,44,0,Ci
7688,148.13,2020-12-04 11:00,39,0,St
7689,148.13,2020-12-04 12:00,34,0,St
7690,148.13,2020-12-04 13:00,38,0,Ci
7691,143.66,2020-12-04 14:00,36,0,St
7692,128.5,2020-12-04 15:00,33,0,St
7693,139.5,2020-12-04 16:00,37,0,St
7694,148.36,2020-12-04 17:00,46,0,St
7695,140.45,2020-12-04 18:00,47,0,St
7696,140.65,2020-12-04 19:00,49,0,Ci
7697,135.35,2020-12-04 20:00,48,0,Ci
7698,136.35,2020-12-04 21:00,48,0,Sc
7699,112.99,2020-12-04 22:00,50,4,St
7700,87.79,2020-12-04 23:00,47,8,St
7701,85.79,2020-12-05 0:00,0,3,St
7702,247.79,2020-12-05 1:00,51,1,St
7703,148.3,2020-12-05 2:00,52,8,St
7704,148.3,2020-12-05 3:00,54,4,St
7705,148.3,2020-12-05 4:00,57,1,St
7706,148.3,2020-12-05 5:00,55,9,St
7707,148.3,2020-12-05 6:00,57,8,St
7708,148.3,2020-12-05 7:00,61,6,St
7709,148.3,2020-12-05 8:00,61,7,St
7710,148.3,2020-12-05 9:00,55,6,Ci
7711,148.3,2020-12-05 10:00,55,1,St
7712,148.3,2020-12-05 11:00,55,0,St
7713,148.3,2020-12-05 12:00,53,0,St
7714,140.69,2020-12-05 13:00,60,6,Ci
7715,109.43,2020-12-05 14:00,50,3,St
7716,86.43,2020-12-05 15:00,53,0,St
7717,139.43,2020-12-05 16:00,53,0,St
7718,80.43,2020-12-05 17:00,57,0,St
7719,73.43,2020-12-05 18:00,59,0,St
7720,77.43,2020-12-05 19:00,59,5,St
7721,72.77,2020-12-05 20:00,59,8,St
7722,77.77,2020-12-05 21:00,0,9,St
7723,76.77,2020-12-05 22:00,60,9,St
7724,114.31,2020-12-06 0:00,60,9,Ci
7725,101.14,2020-12-06 1:00,62,9,Ci
7726,110.63,2020-12-06 2:00,60,9,St
7727,110.63,2020-12-06 3:00,63,9,Ci
7728,110.63,2020-12-06 4:00,68,9,Ci
7729,110.63,1900-01-07 0:00,67,9,Ci
7730,110.63,2020-12-06 6:00,69,3,St
7731,110.63,2020-12-06 7:00,73,8,St
7732,110.63,2020-12-06 8:00,73,6,St
7733,110.63,2020-12-06 9:00,71,6,St
7734,110.63,2020-12-06 10:00,62,2,St
7735,110.63,2020-12-06 11:00,61,8,St
7736,110.63,1900-01-01 0:00,53,2,St
7737,112.75,2020-12-06 13:00,0,1,St
7738,111.75,2020-12-06 14:00,51,5,St
7739,109.75,2020-12-06 15:00,47,3,St
7740,107.75,2020-12-06 16:00,49,0,St
7741,108.75,2020-12-06 17:00,56,0,Sc
7742,107.75,2020-12-06 18:00,60,0,St
7743,104.75,2020-12-06 19:00,62,0,St
7744,103.75,2020-12-06 20:00,62,0,Sc
7745,103.75,2020-12-06 21:00,63,0,Sc
7746,119.75,2020-12-06 22:00,60,1,Sc
7747,107.75,2020-12-06 23:00,58,6,Sc
7748,107.75,2020-12-07 0:00,59,7,Sc
7749,108.34,2020-12-07 1:00,66,2,Sc
7750,110.1,2020-12-07 2:00,60,7,Sc
7751,110.1,2020-12-07 3:00,71,9,Sc
7752,110.1,2020-12-07 4:00,65,9,St
7753,110.1,2020-12-07 5:00,68,9,Ci
7754,110.1,2020-12-07 6:00,69,9,Sc
7755,110.1,2020-12-07 7:00,65,8,Sc
7756,110.1,2020-12-07 8:00,65,5,Ci
7757,110.1,2020-12-07 9:00,63,2,Ci
7758,109.03,2020-12-07 10:00,53,0,Ci
7759,131.5,2020-12-07 11:00,56,0,Ci
7760,123,2020-12-07 12:00,46,0,St
7761,129,2020-12-07 13:00,39,2,St
7762,136,2020-12-07 14:00,45,4,Sc
7763,144,2020-12-07 15:00,38,0,St
7764,108,1900-01-06 0:00,44,0,St
7765,182,2020-12-07 17:00,49,1,St
7766,110,2020-12-07 18:00,52,0,St
7767,170,2020-12-07 19:00,56,0,St
7768,143,2020-12-07 20:00,54,0,Sc
7769,119,2020-12-07 21:00,51,0,Sc
7770,148,2020-12-07 22:00,53,0,Sc
7771,114,2020-12-07 23:00,56,0,Sc
7772,122,2020-12-08 0:00,56,0,Sc
7773,130,2020-12-08 1:00,59,0,Sc
7774,119,2020-12-08 2:00,59,0,Sc
7775,101,2020-12-08 3:00,57,0,Sc
7776,112,2020-12-08 4:00,57,0,Sc
7777,110,2020-12-08 5:00,60,0,Sc
7778,110,2020-12-08 6:00,58,0,Sc
7779,108,2020-12-08 7:00,59,0,Ac
7780,124,2020-12-08 8:00,58,0,Sc
7781,114,2020-12-08 9:00,49,0,St
7782,112,2020-12-08 10:00,46,0,St
7783,140,2020-12-08 11:00,40,0,St
7784,135,2020-12-08 12:00,38,0,St
7785,128,2020-12-08 13:00,34,0,St
7786,118,1900-01-05 0:00,31,0,St
7787,135,2020-12-08 15:00,32,0,St
7788,116,2020-12-08 16:00,35,0,St
7789,180,2020-12-08 17:00,42,0,St
7790,147,2020-12-08 18:00,48,0,St
7791,148,2020-12-08 19:00,48,0,St
7792,108,2020-12-08 20:00,49,0,Sc
7793,176,2020-12-08 21:00,47,0,Sc
7794,130,2020-12-08 22:00,53,0,Sc
7795,123,2020-12-08 23:00,51,0,Sc
7796,93,2020-12-09 0:00,36,0,Sc
7797,146,2020-12-09 1:00,39,0,Sc
7798,117,2020-12-09 2:00,43,0,Sc
7799,115,2020-12-09 3:00,44,0,Ci
7800,113,2020-12-09 4:00,48,0,St
7801,116,2020-12-09 5:00,47,0,Ci
7802,117,2020-12-09 6:00,46,0,Sc
7803,117,2020-12-09 7:00,48,0,Sc
7804,116,1900-01-06 0:00,55,0,Ci
7805,122,2020-12-09 9:00,46,0,Ci
7806,126,2020-12-09 10:00,37,1,Sc
7807,137,2020-12-09 11:00,39,0,St
7808,138,2020-12-09 12:00,26,0,St
7809,106,2020-12-09 13:00,33,0,St
7810,146,2020-12-09 14:00,43,0,St
7811,156,2020-12-09 15:00,46,5,St
7812,132,2020-12-09 16:00,53,3,St
7813,130,2020-12-09 17:00,54,7,St
7814,140,2020-12-09 18:00,54,7,St
7815,168,2020-12-09 19:00,58,1,St
7816,132,2020-12-09 20:00,60,5,St
7817,129,2020-12-09 21:00,59,2,St
7818,127,2020-12-09 22:00,60,8,Ci
7819,125,1900-01-07 0:00,59,1,Ci
7820,88,2020-12-10 0:00,57,7,Ci
7821,151,2020-12-10 1:00,49,9,Ci
7822,114,2020-12-10 2:00,52,7,St
7823,113,2020-12-10 3:00,56,8,St
7824,113,2020-12-10 4:00,53,8,Ci
7825,108,2020-12-10 5:00,66,8,St
7826,111,2020-12-10 6:00,66,7,St
7827,110,2020-12-10 7:00,63,7,St
7828,117,2020-12-10 8:00,63,3,St
7829,122,2020-12-10 9:00,64,9,St
7830,130,2020-12-10 10:00,66,9,Ci
7831,140,2020-12-10 11:00,65,9,St
7832,141,2020-12-10 12:00,61,8,St
7833,141,2020-12-10 13:00,72,7,St
7834,139,2020-12-10 14:00,67,7,St
7835,146,2020-12-10 15:00,65,9,St
7836,141,2020-12-10 16:00,68,9,St
7837,144,1900-01-05 0:00,73,9,St
7838,142,2020-12-10 18:00,75,9,St
7839,135,2020-12-10 19:00,79,7,St
7840,128,2020-12-10 20:00,78,7,St
7841,128,2020-12-10 21:00,81,3,St
7842,126,2020-12-10 22:00,84,1,St
7843,123,2020-12-10 23:00,86,0,St
7844,90,2020-12-11 0:00,93,10,St
7845,143,2020-12-11 1:00,84,0,St
7846,112,2020-12-11 2:00,89,5,St
7847,110,2020-12-11 3:00,90,3,Sc
7848,108,2020-12-11 4:00,83,0,St
7849,107,2020-12-11 5:00,83,0,Ci
7850,110,2020-12-11 6:00,81,0,Ci
7851,105,2020-12-11 7:00,87,0,Ci
7852,112,2020-12-11 8:00,88,5,Ac
7853,119,2020-12-11 9:00,86,1,Sc
7854,125,2020-12-11 10:00,72,9,Ac
7855,126,1900-01-06 0:00,61,2,Ac
7856,129,2020-12-11 12:00,56,2,St
7857,128,2020-12-11 13:00,59,8,St
7858,131,2020-12-11 14:00,52,9,Sc
7859,134,2020-12-11 15:00,56,4,St
7860,136,2020-12-11 16:00,59,2,St
7861,133,2020-12-11 17:00,73,0,St
7862,137,2020-12-11 18:00,72,0,St
7863,129,2020-12-11 19:00,74,0,St
7864,126,2020-12-11 20:00,80,4,Sc
7865,116,2020-12-11 21:00,80,3,Sc
7866,114,1900-01-04 0:00,73,3,St
7867,112,2020-12-11 23:00,76,5,Sc
7868,99,2020-12-12 0:00,77,7,Sc
7869,116,2020-12-12 1:00,84,1,Sc
7870,79,2020-12-12 2:00,59,4,Sc
7871,102,2020-12-12 3:00,54,0,Sc
7872,102,2020-12-12 4:00,51,0,Sc
7873,102,2020-12-12 5:00,50,0,Sc
7874,101,2020-12-12 6:00,51,0,Sc
7875,105,2020-12-12 7:00,52,0,Sc
7876,132,2020-12-12 8:00,56,0,Sc
7877,119,2020-12-12 9:00,53,0,Sc
7878,126,2020-12-12 10:00,50,0,Sc
7879,121,2020-12-12 11:00,36,0,Sc
7880,123,2020-12-12 12:00,43,0,St
7881,112,2020-12-12 13:00,35,0,St
7882,137,2020-12-12 14:00,32,0,Sc
7883,126,2020-12-12 15:00,34,0,St
7884,127,2020-12-12 16:00,34,0,St
7885,124,2020-12-12 17:00,38,0,St
7886,116,2020-12-12 18:00,45,0,St
7887,112,2020-12-12 19:00,41,0,Sc
7888,113,2020-12-12 20:00,42,0,Sc
7889,109,2020-12-12 21:00,44,4,Ci
7890,111,2020-12-12 22:00,47,1,Ci
7891,110,2020-12-12 23:00,45,9,Ci
7892,81,2020-12-13 0:00,47,9,Ci
7893,139,2020-12-13 1:00,48,9,Ac
7894,109,2020-12-13 2:00,51,2,Ac
7895,107,2020-12-13 3:00,52,9,Ac
7896,104,2020-12-13 4:00,67,9,Ac
7897,103,2020-12-13 5:00,92,9,Sc
7898,103,2020-12-13 6:00,94,9,Sc
7899,102,2020-12-13 7:00,90,9,Sc
7900,104,2020-12-13 8:00,94,8,Sc
7901,104,2020-12-13 9:00,95,8,Sc
7902,109,2020-12-13 10:00,93,8,Ci
7903,108,2020-12-13 11:00,94,8,Ci
7904,108,2020-12-13 12:00,90,7,St
7905,110,2020-12-13 13:00,87,8,St
7906,113,1900-01-04 0:00,85,7,Sc
7907,111,2020-12-13 15:00,70,5,St
7908,114,2020-12-13 16:00,66,7,St
7909,113,2020-12-13 17:00,67,4,St
7910,116,2020-12-13 18:00,68,1,St
7911,118,2020-12-13 19:00,61,0,St
7912,116,2020-12-13 20:00,53,0,Ci
7913,119,2020-12-13 21:00,58,0,Ci
7914,123,2020-12-13 22:00,52,0,Ci
7915,118,2020-12-13 23:00,52,0,Ci
7916,89,2020-12-14 0:00,51,0,Ci
7917,143,2020-12-14 1:00,48,0,St
7918,112,2020-12-14 2:00,51,0,St
7919,108,2020-12-14 3:00,52,0,St
7920,106,2020-12-14 4:00,52,0,St
7921,106,2020-12-14 5:00,48,0,St
7922,106,2020-12-14 6:00,56,0,St
7923,105,2020-12-14 7:00,58,0,St
7924,109,2020-12-14 8:00,54,0,St
7925,112,2020-12-14 9:00,47,0,St
7926,124,2020-12-14 10:00,44,0,St
7927,126,2020-12-14 11:00,37,0,St
7928,128,2020-12-14 12:00,35,0,St
7929,124,2020-12-14 13:00,30,0,St
7930,131,2020-12-14 14:00,33,0,Ac
7931,102,1900-01-04 0:00,33,1,St
7932,134,2020-12-14 16:00,41,1,St
7933,138,2020-12-14 17:00,40,2,Sc
7934,139,2020-12-14 18:00,47,2,St
7935,137,2020-12-14 19:00,50,0,St
7936,139,2020-12-14 20:00,51,0,Sc
7937,168,2020-12-14 21:00,55,0,Sc
7938,130,2020-12-14 22:00,55,0,Sc
7939,126,2020-12-14 23:00,54,0,Sc
